 1.000000 	 -0.478331 
 1.050000 	 -0.434838 
 1.100000 	 -0.395809 
 1.150000 	 -0.360673 
 1.200000 	 -0.328950 
 1.250000 	 -0.300238 
 1.300000 	 -0.274193 
 1.350000 	 -0.250522 
 1.400000 	 -0.228973 
 1.450000 	 -0.209327 
 1.500000 	 -0.191393 
 1.550000 	 -0.175006 
 1.600000 	 -0.160017 
 1.650000 	 -0.146298 
 1.700000 	 -0.133732 
 1.750000 	 -0.122216 
 1.800000 	 -0.111659 
 1.850000 	 -0.101978 
 1.900000 	 -0.093099 
 1.950000 	 -0.084953 
 2.000000 	 -0.077480 
 2.050000 	 -0.070625 
 2.100000 	 -0.064337 
 2.150000 	 -0.058570 
 2.200000 	 -0.053283 
 2.250000 	 -0.048436 
 2.300000 	 -0.043994 
 2.350000 	 -0.039925 
 2.400000 	 -0.036200 
 2.450000 	 -0.032790 
 2.500000 	 -0.029671 
 2.550000 	 -0.026818 
 2.600000 	 -0.024212 
 2.650000 	 -0.021832 
 2.700000 	 -0.019659 
 2.750000 	 -0.017678 
 2.800000 	 -0.015872 
 2.850000 	 -0.014226 
 2.900000 	 -0.012729 
 2.950000 	 -0.011367 
 3.000000 	 -0.010129 
 3.050000 	 -0.009005 
 3.100000 	 -0.007985 
 3.150000 	 -0.007060 
 3.200000 	 -0.006222 
 3.250000 	 -0.005463 
 3.300000 	 -0.004777 
 3.350000 	 -0.004158 
 3.400000 	 -0.003598 
 3.450000 	 -0.003093 
 3.500000 	 -0.002639 
 3.550000 	 -0.002229 
 3.600000 	 -0.001861 
 3.650000 	 -0.001530 
 3.700000 	 -0.001233 
 3.750000 	 -0.000967 
 3.800000 	 -0.000728 
 3.850000 	 -0.000514 
 3.900000 	 -0.000323 
 3.950000 	 -0.000152 
 4.000000 	 0.000000 
 4.050000 	 0.000000 
 4.100000 	 0.000000 
 4.150000 	 0.000000 
 4.200000 	 0.000000 
 4.250000 	 0.000000 
 4.300000 	 0.000000 
 4.350000 	 0.000000 
 4.400000 	 0.000000 
 4.450000 	 0.000000 
 4.500000 	 0.000000 
 4.550000 	 0.000000 
 4.600000 	 0.000000 
 4.650000 	 0.000000 
 4.700000 	 0.000000 
 4.750000 	 0.000000 
 4.800000 	 0.000000 
 4.850000 	 0.000000 
 4.900000 	 0.000000 
 4.950000 	 0.000000 
 5.000000 	 0.000000 
 5.050000 	 0.000000 
 5.100000 	 0.000000 
 5.150000 	 0.000000 
 5.200000 	 0.000000 
 5.250000 	 0.000000 
 5.300000 	 0.000000 
 5.350000 	 0.000000 
 5.400000 	 0.000000 
 5.450000 	 0.000000 
 5.500000 	 0.000000 
 5.550000 	 0.000000 
 5.600000 	 0.000000 
 5.650000 	 0.000000 
 5.700000 	 0.000000 
 5.750000 	 0.000000 
 5.800000 	 0.000000 
 5.850000 	 0.000000 
 5.900000 	 0.000000 
 5.950000 	 0.000000 
